num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date,nuevo_consumo,nuevo_cif,fecha_cargo,nombre_cliente
430,"228,94",J6295088833,F03013331,46653661R,"['04100', '04100', '04100', '03360']","5,381",572.0,21.09.2019,20.11.2019,572.0,F03013331,25.11.2019,MÁXIMA ROBLES ALCÁZAR
431,"92,37",K4914193257,B02782563,88246848B,"['08503', '08503', '30628', '30628', '30628', '08503', '08503']","2,70",246.0,13.11.1995,13.12.1995,246.0,B02782563,18.12.1995,Lautaro Ozuno Puente
432,"199,44",J6784761485,B93267300,88844864G,"['28001', '25110', '28001']","4,176",712.0,03.05.1997,02.07.1997,712.0,B93267300.,07.07.1997,Gail Varga Román
433,"186,20",GU9287539826,[],79413784M,18004,"3,430",737.0,18.11.2012,18.12.2012,737.0,CHE-309.541.427.,23.12.2012,Yocasta Gillén Pastrana
434,"221,27",OI2705950045,B40657413,61788328R,"['46006', '03349', '46006']","2,168",706.0,02.09.2009,01.11.2009,706.0,B40657413.,06.11.2009,Julieta Molleda Obregón
435,"101,39",IW1933494283,B22216725,31937558B,"['31745', '31745', '31745', '22640']","5,193",354.0,06.05.2005,05.06.2005,354.0,B22216725,10.06.2005,Guía Montalbán Noble
436,"86,27",Q6511823283,[],92613297W,09339,"3,97",254.0,27.08.2017,26.10.2017,254.0,96916010012742000,31.10.2017,FÉLIX SOTO OZUNO
437,"269,69",FK3749440850,A08800880,46434234V,"['08930', '08930', '15970', '15970', '15970', '08930', '08930']","3,35",870.0,26.10.2015,25.12.2015,870.0,A08800880,30.12.2015,XIMENA MENDOZA MANZANO
438,"428,75",HD5360970988,F46027298,52512014R,"['46168', '29003', '46168']","5,113",1396.0,01.05.2017,30.06.2017,1396.0,F46027298.,05.07.2017,LUCIO BÁEZ BACA
439,"66,15",MW5977056375,B87382644,41641588L,"['28014', '08760', '28014', '54579', '41080']","1,703",242.0,18.12.1997,16.02.1998,242.0,B87382644,21.02.1998,Marita Alcázar Martínez
440,"78,95",HW9117910801,B65142333,43412974Z,"['21002', '21002', '21002', '28108']","3,540",235.0,06.02.2011,08.03.2011,235.0,B65142333,13.03.2011,TABARÉ CHAVIRA MARTÍNEZ
441,"84,60",X4739588627,B88110341,79087419X,"['19493', '19493', '19493', '28029']","3,704",253.0,04.05.2015,03.06.2015,253.0,B88110341,08.06.2015,OBERTO ROVIRA VILLALLOVOS
442,"136,13",E6507543981,B88404751,41556197G,"['10194', '10194', '10194', '28022']","4,065",488.0,05.02.2000,05.04.2000,488.0,B88404751,10.04.2000,Indiana Cevedo Vanegas
443,"127,84",AB9901438310,B64757602,49901446W,"['28020', '16415', '28020']","3,699",412.0,01.11.2008,31.12.2008,412.0,B64757602.,05.01.2009,LENA OBREGÓN VARGAS
444,"22,47",D9341162784,B76366723,40873262P,"['05697', '05697', '05697', '35010']","3,767",30.0,21.04.2008,21.05.2008,30.0,B76366723,26.05.2008,Azucena Valle Magallón
445,"112,24",RN2939277985,B75035592,95987019S,"['37521', '37521', '37521', '20018']","2,087",408.0,19.12.2001,18.01.2002,408.0,B75035592,23.01.2002,LIUVINA DE LA CRUZ ALANIS
446,"70,05",U3670750863,B25680083,99642541D,"['25230', '46266', '25230']","4,158",156.0,06.04.2014,05.06.2014,156.0,B25680083.,10.06.2014,DIGNA ROBLES GUILLÉN
447,"96,33",W7038408635,B99514374,73924309D,"['50012', '24217', '50012']","6,059",261.0,31.10.1993,30.11.1993,261.0,B99514374.,05.12.1993,LEANDRO PATIÑO ROSAS
448,"72,01",LY8300947721,B98898240,48267040E,"['46800', '46800', '40140', '40140', '40140', '46800', '46800']","5,68",196.0,28.06.2020,28.07.2020,196.0,B98898240,02.08.2020,JOSÉ ANTONIO BUSTO DUARTE
449,"104,24",TH1222227322,B73935645,71528304Y,"['30892', '12560', '30892']","5,779",306.0,09.12.2005,07.02.2006,306.0,B73935645.,12.02.2006,JULIANA RANGEL BUSTAMANTE
450,"142,85",RD5343999918,A61797536,80358231A,"['09410', '09410', '09410', '28028']","3,932",424.0,21.05.2004,20.07.2004,424.0,A61797536,25.07.2004,Platón Vanegas Alcázar
451,"250,62",BT6593272424,F46027298,21460467H,"['36312', '36312', '36312', '46168']","3,938",896.0,04.10.1998,03.12.1998,896.0,F46027298,08.12.1998,Edison Lafuente Vallejo
452,"133,16",VR4468998492,B98190051,91550338B,"['46005', '33208', '46005']","2,771",468.0,12.10.2008,11.11.2008,468.0,B98190051.,16.11.2008,Adulfo Ramos Zelaya
453,"13,80",H7546483766,B05299193,37360546J,"['19244', '19244', '19244', '14900']","3,082",0.0,12.08.2010,11.09.2010,0.0,B05299193,16.09.2010,PUBLIO ESCAMILLA MINAS
454,"372,38",K3576207756,[],22810655Z,"['32516', '32516', '32516', '70200']","0,721",1106.0,02.03.2017,01.05.2017,1106.0,C227767191,06.05.2017,FUENCISCLA ALANIS LOBO
455,"92,71",BP5890266342,B64376395,35295979H,"['08221', '08221', '07360', '07360', '07360', '08221', '08221']","3,55",218.0,02.04.2018,02.05.2018,218.0,B64376395,07.05.2018,PAMELA PERDOMO CALDERA
456,"134,89",A9995421938,A51031920,73800967Q,"['51001', '08281', '51001']","4,633",322.0,12.03.2016,11.04.2016,322.0,A51031920.,16.04.2016,BALTASAR QUIROZ SÁENZ
457,"31,93",IH7062042591,B53480547,36672911D,"['03360', '03360', '10184', '10184', '10184', '03360', '03360']","3,70",0.0,07.03.2014,06.05.2014,0.0,B53480547,11.05.2014,DAISY HIERRO MEJÍA
458,"309,26",I3590986871,[],42274006Y,"['00198', '46314']","5,602",1158.0,15.03.1998,14.05.1998,1158.0,5918271007.,19.05.1998,Shakira Vallejo Lacayo
459,"33,47",F9981724325,B24675811,45692433N,"['24380', '19226', '24380']","4,094",0.0,12.05.2019,11.07.2019,0.0,B24675811.,16.07.2019,MAITE BENÍTEZ DANIEL
460,"297,95",NI3960202353,A14944276,97753251P,"['29130', '29130', '29130', '14012']","3,634",858.0,09.10.1990,08.12.1990,858.0,A14944276,13.12.1990,LUCAS OLMO ORTEGA
461,"130,62",X2189760915,B66658188,57373037C,"['28037', '24005', '28037', '21455', '41080']","4,135",459.0,22.01.2006,21.02.2006,459.0,B66658188,26.02.2006,PERSEO LAGOS SALCEDO
462,"83,36",R3117203232,B98670003,43424964K,"['35414', '35414', '35414', '46002']","2,885",226.0,18.01.2019,17.02.2019,226.0,B98670003,22.02.2019,Clarinda Saucedo Gayoso
463,"45,60",T2843622360,B12571360,72449854S,"['12231', '16441', '12231', '64424', '41080']","5,623",0.0,01.11.2014,31.12.2014,0.0,B12571360,05.01.2015,KARENINA BORGES CAMARILLO
464,"197,62",QS9209808388,B36350361,11080573R,"['36670', '36670', '13738', '13738', '13738', '36670', '36670']","3,72",668.0,22.09.1990,21.11.1990,668.0,B36350361,26.11.1990,Isabela Ordóñez Fraga
465,"78,77",Z5783579401,B37547619,45289390K,"['37659', '37659', '37659', '37188']","5,283",389.0,18.10.2012,17.11.2012,389.0,B37547619,22.11.2012,NILDA ALMENDÁREZ REYES
466,"206,25",D2896940084,B12960423,18051301G,"['12005', '12005', '36216', '36216', '36216', '12005', '12005']","4,04",682.0,29.09.2010,29.10.2010,682.0,B12960423,03.11.2010,Tabita Bazán Gaytán
467,"195,48",TK8332706130,A62420815,54696879G,"['08140', '33684', '08140']","5,176",520.0,13.02.2002,14.04.2002,520.0,A62420815.,19.04.2002,FELICIA GALEANO ICAZA
468,"276,83",T1623244165,B87166435,70806308A,"['28001', '28001', '18490', '18490', '18490', '28001', '28001']","1,69",836.0,22.03.2010,21.05.2010,836.0,B87166435,26.05.2010,EVELIO TRIGUERO ZAVALA
469,"26,23",HC9396443503,B98823933,82618924A,"['09611', '09611', '09611', '46002']","3,308",0.0,21.06.2002,20.08.2002,0.0,B98823933,25.08.2002,Hildegarda Ortega Ibarra
470,"34,48",QD6295106161,B01620160,23560919H,"['08911', '17110', '08911']","4,196",0.0,08.10.2010,07.12.2010,0.0,B01620160.,12.12.2010,Nicodemo Caballero Fuentes
471,"255,45",AP2359479715,B91405084,64604044B,"['41018', '41018', '32897', '32897', '32897', '41018', '41018']","5,63",664.0,07.10.2010,06.12.2010,664.0,B91405084,11.12.2010,Nasya Lucas Arriaga
472,"32,33",JW1843414541,B25616970,23058159S,"['42295', '42295', '42295', '25630']","4,812",30.0,14.10.2012,13.11.2012,30.0,B25616970,18.11.2012,ALINA CAMACHO JARA
473,"106,47",XL8643104819,B02943991,41228568X,"['05298', '05298', '05298', '18015']","5,457",301.0,06.02.1999,08.03.1999,301.0,B02943991,13.03.1999,Candelaria Ayala Icaza
474,"47,98",A8454304687,B74139429,78591305Y,"['33010', '33010', '17171', '17171', '17171', '33010', '33010']","4,02",106.0,05.12.1994,04.01.1995,106.0,B74139429,09.01.1995,PELAGIA SARDINAS ENRÍQUEZ
475,"84,38",Z1116443862,B22280259,22687353S,"['22450', '08698', '22450']","3,424",227.0,20.10.2018,19.11.2018,227.0,B22280259.,24.11.2018,Malcolm Cuéllar Soto
476,"50,43",ZJ1539879692,A84000884,92685985X,"['28002', '31796', '28002']","6,563",123.0,10.03.2010,09.04.2010,123.0,A84000884.,14.04.2010,GIORGIO OBREGÓN PALOMAR
477,"216,43",RX9451381822,[],43128441Z,03011,"5,037",838.0,04.05.2002,03.07.2002,838.0,PT500697256.,08.07.2002,Haydé Vela Segura
478,"160,63",P7150313114,B90031063,90730686X,"['41004', '08520', '41004']","2,007",682.0,31.03.2000,30.05.2000,682.0,B90031063.,04.06.2000,MONA SALAS OSPINO
479,"146,01",TU8588039648,A65067332,57831901B,"['28033', '38111', '28033']","3,435",576.0,20.10.2003,19.11.2003,576.0,A65067332.,24.11.2003,ELENA MANZANAL RUEDA
480,"57,48",A5526918001,B22411433,60475942H,"['22450', '22450', '48110', '48110', '48110', '22450', '22450']","3,46",102.0,13.08.2014,12.10.2014,102.0,B22411433,17.10.2014,PATROCINIO JERANO MOLINA
481,"220,81",SQ8087570992,A08015497,18803839M,"['08003', '14911', '08003', '43852', '41080']","2,792",658.0,11.07.2004,09.09.2004,658.0,A08015497,14.09.2004,Filomena Roldán Seballos
482,"67,12",X2671555543,F39781794,32654111E,"['39009', '37148', '39009']","3,088",164.0,27.11.1993,27.12.1993,164.0,F39781794.,01.01.1994,Tancredo Moscoa Quijada
483,"196,76",BO7484060351,B25829904,16258755D,"['34239', '34239', '34239', '25002']","4,429",567.0,05.10.1991,04.11.1991,567.0,B25829904,09.11.1991,Madelaine Bautista Daniel
484,"76,63",R4134912723,B66296401,86089266J,"['08760', '49516', '08760']","4,577",192.0,17.02.1992,17.04.1992,192.0,B66296401.,22.04.1992,BONA QUINTANA MANZANO
485,"126,85",M4064695068,B55567986,86098076Z,"['43206', '09245', '11095', '43206', '74452', '41080']","4,220",406.0,25.10.2017,24.12.2017,406.0,B55567986,29.12.2017,Uriel Paniagua Llano
486,"42,15",BK7038335057,B90484619,92701646P,"['50500', '50500', '50500', '25007']","5,693",0.0,07.04.2015,06.06.2015,0.0,B90484619,11.06.2015,Ona Figueras Uribe
487,"319,24",E8131437651,B90196270,47589542N,"['41015', '11679', '41015']","4,894",994.0,19.07.1997,17.09.1997,994.0,B90196270.,22.09.1997,IVON MARCÍAS DUARTE
488,"171,66",BW8670430723,B86459260,68640773X,"['28008', '46890', '28008']","3,158",498.0,01.10.2015,30.11.2015,498.0,B86459260.,05.12.2015,Guía Vanegas Granados
489,"254,72",S2156120065,B25818733,59125709T,"['25337', '25337', '25337', '25173']","3,005",1038.0,20.06.2014,19.08.2014,1038.0,B25818733,24.08.2014,Patricio Jiménez Hurtado
490,"29,65",LU1869863329,A42785949,26505874F,"['28028', '38202', '28028']","3,976",0.0,04.08.2009,03.10.2009,0.0,A42785949.,08.10.2009,LORA BAÑOS SUÁREZ
491,"22,33",TZ9731935434,B55639637,19518786C,"['47132', '47132', '47132', '43202']","4,122",19.0,07.12.2010,06.01.2011,19.0,B55639637,11.01.2011,TEOFANÍA VENEGAS ZETINA
492,"111,08",EO5518894089,B05299193,62970937L,"['14900', '14900', '10750', '10750', '10750', '14900', '14900']","3,62",303.0,18.09.1999,18.10.1999,303.0,B05299193,23.10.1999,MOCTEZUMA CASTAÑEDA NOVALES
493,"244,06",K9970522097,B85551273,26366746Y,"['50611', '50611', '50611', '08011']","3,943",724.0,26.06.2001,25.08.2001,724.0,B85551273,30.08.2001,HOSANA LUCAS ANAYA
494,"52,79",W9280013123,B78610532,34176827T,"['28001', '28001', '49027', '49027', '49027', '28001', '28001']","4,18",252.0,28.11.1993,28.12.1993,252.0,B78610532,02.01.1994,ENGRACIA NOBLE LAGOS
495,"165,42",N8529394121,B67302489,75543146Z,"['02249', '02249', '02249', '08800']","5,378",512.0,30.10.2010,29.11.2010,512.0,B67302489,04.12.2010,GRACIELA HUERTA HERNÁNDEZ
496,"102,16",U5135785350,B99554941,14733285Z,"['46008', '46008', '46008', '50018']","2,823",301.0,10.07.1994,09.08.1994,301.0,B99554941,14.08.1994,JUANA AYALA VILLAS
497,"234,73",UM7169677379,B19556299,17142586L,"['21730', '21730', '21730', '29006']","4,378",908.0,19.05.2021,18.06.2021,908.0,B19556299,23.06.2021,QUITERIA GUILLÉN TARACENA
498,"183,52",F1660379629,B04738209,28891898B,"['04005', '33794', '04005', '30811', '41080']","3,833",579.0,21.11.2017,21.12.2017,579.0,B04738209,26.12.2017,LICEO ESCAMILLA OLIVAR
499,"281,57",P1276943791,B66477993,45447296D,"['38849', '38849', '38849', '08800']","4,228",890.0,04.06.2010,03.08.2010,890.0,B66477993,08.08.2010,QUINTILIANO PLÁCIDO GUARDIOLA
500,"70,86",D4399962761,B66527201,35127220X,"['24402', '27793', '24402']","4,504",190.0,29.07.1990,28.08.1990,190.0,B66527201.,02.09.1990,MANON MONTES ZAMORA
501,"10,90",LW1569467622,B84710292,12981927Z,"['28002', '14546', '28002']","2,722",0.0,26.06.2006,26.07.2006,0.0,B84710292.,31.07.2006,EUSTAQUIO ARROLLO NIETO
502,"364,89",N7325825316,F12057196,55313273K,"['12100', '36457', '12100']","3,560",1046.0,26.11.2002,25.01.2003,1046.0,F12057196.,30.01.2003,ZACARÍAS NOVOA CARVALLO
503,"103,38",NK5937980582,B39793294,78823924A,"['39300', '46012', '39300', '89901', '41080']","4,134",296.0,23.04.1992,22.06.1992,296.0,B39793294,27.06.1992,HILDA LACAYO PERAZA
504,"33,23",QT2688519441,B96599006,85233025Q,"['10341', '10341', '10341', '46002']","4,468",0.0,11.01.2010,12.03.2010,0.0,B96599006,17.03.2010,Tatiana Quintanilla Galindo
505,"51,73",KV5790429924,B40657405,42672462X,"['08007', '07620', '08007', '78294', '41080']","3,452",158.0,24.09.2010,24.10.2010,158.0,B40657405,29.10.2010,Job De la Cuesta Romero
506,"253,24",H4594749931,B76299627,88658937D,"['35007', '21200', '35007']","4,010",620.0,30.04.1990,29.06.1990,620.0,B76299627.,04.07.1990,Hildegunda Sandino Paredes
507,"32,17",PA6484255948,[],87965634H,"['00198', '33874', '33874', '33874', '00198', '00198']","3,95",0.0,16.03.1997,15.05.1997,0.0,5918271007,20.05.1997,Alexandra Medrano Troncoso
508,"159,89",Q8272143795,B02571909,62288873C,"['33189', '33189', '33189', '02005']","4,311",922.0,06.08.1990,05.10.1990,922.0,B02571909,10.10.1990,DÁNAE ZETINA BENÍTEZ
509,"39,56",JY7913510343,F46004750,53118001F,"['44511', '44511', '44511', '46610']","3,924",122.0,21.09.2000,21.10.2000,122.0,F46004750,26.10.2000,Justa Ordóñez Cardoso
510,"313,34",SG6524967158,B25829904,25190108W,"['25002', '16710', '25002']","3,786",1256.0,28.01.2001,29.03.2001,1256.0,B25829904.,03.04.2001,Silvio Munera Noriega
511,"174,49",IZ1422029382,B73704405,75278287T,"['37149', '37149', '37149', '30709']","3,338",596.0,21.02.2006,23.03.2006,596.0,B73704405,28.03.2006,Lamberto Lorio Zelaya
512,"46,51",CU1920172184,B19317304,16668269P,"['47132', '47132', '47132', '19174']","3,841",76.0,20.11.2010,19.01.2011,76.0,B19317304,24.01.2011,Kirik Marcías Zavala
513,"201,87",I7427286316,B53485140,28334676X,"['40314', '40314', '40314', '03158']","3,313",540.0,28.11.2007,28.12.2007,540.0,B53485140,02.01.2008,ELVIRA MOLINA ZALDÍVAR
514,"151,85",GH1478028261,B62733126,14053638V,"['39011', '39011', '18567', '18567', '18567', '39011', '39011']","2,77",564.0,22.11.2014,22.12.2014,564.0,B62733126,27.12.2014,Wolfango Vargas Alcocer
515,"342,30",O7684535595,B85290997,38484768H,"['28108', '28108', '25100', '25100', '25100', '28108', '28108']","5,78",1136.0,08.01.2017,09.03.2017,1136.0,B85290997,14.03.2017,Marisa Escobar Tovar
516,"216,42",G2232670965,F42212696,96378571S,"['30878', '30878', '30878', '77056', '77066', '42004']","3,988",784.0,24.02.2002,25.04.2002,784.0,F42212696,30.04.2002,VALENTINO LÁZARO LEYVA
517,"75,79",DH5551926796,A11900057,55115103L,"['51002', '31291', '51002', '59164', '41080']","4,588",126.0,05.07.2016,03.09.2016,126.0,A11900057,08.09.2016,Helen Sotelo Funez
518,"31,14",QX8729683333,[],35714865M,50320,"4,034",0.0,27.01.2014,28.03.2014,0.0,PT500697256,02.04.2014,CHANTAL URIETA SALAZAR
519,"162,70",BK5066542024,B17650995,15473103Z,"['17500', '41450', '17500', '41450', '41450', '17500', '17500']","4,30",420.0,28.05.2003,27.06.2003,420.0,B17650995,02.07.2003,Damián Fábregas Rosales
520,"185,88",D6633265319,B86787900,83483357G,"['28003', '31448', '28003']","4,723",507.0,25.07.2011,24.08.2011,507.0,B86787900.,29.08.2011,Jaime Montalbán Paladino
521,"67,96",S7391327081,[],96814820T,27740,"3,685",217.0,04.06.2004,04.07.2004,217.0,GB235763255(146).,09.07.2004,Vicente Rivas Paladino
522,"97,24",FI8722342350,B99505679,18161562A,"['50001', '42124', '50001']","3,843",313.0,11.12.2019,10.01.2020,313.0,B99505679.,15.01.2020,Tania Escoto Cadenas
523,"195,30",MZ2225425952,A82808007,30275637R,"['39003', '39003', '39003', '28001']","3,646",708.0,12.01.2021,13.03.2021,708.0,A82808007,18.03.2021,MIGUEL DE LA NUEZ FALCÓN
524,"87,61",EN5447052238,A80298896,77897429V,"['48419', '48419', '48419', '28046']","4,357",234.0,07.02.2014,08.04.2014,234.0,A80298896,13.04.2014,ISIDRO ZÚÑIGA PALAZUELOS
525,"177,74",LW8673908249,B23770977,82156650Y,"['23009', '23009', '13730', '13730', '13730', '23009', '23009']","5,45",474.0,29.08.2011,28.10.2011,474.0,B23770977,02.11.2011,Deméter Urrutia Elizondo
526,"39,98",ZG8615604664,B55615009,53606378W,"['43206', '15317', '43206']","3,566",101.0,13.04.1994,13.05.1994,101.0,B55615009.,18.05.1994,Restituta Trejos Seballos
527,"52,97",EY4541907621,[],46655105L,32134,"2,755",165.0,02.06.1996,02.07.1996,165.0,CHE105222146,07.07.1996,Alegría Olmo Otero
528,"92,52",K4829700645,B88628573,50026814C,"['28028', '28028', '44115', '44115', '44115', '28028', '28028']","2,79",266.0,03.05.2019,02.06.2019,266.0,B88628573,07.06.2019,SIGRID OSPINO HURTADO
529,"83,96",IG9825571033,A33985540,70437526A,"['33203', '27661', '33203']","3,387",186.0,09.09.1990,08.11.1990,186.0,A33985540.,13.11.1990,MARISOL ESTRELLA ZACARÍAS
530,"91,32",V5116033861,B17659111,45792617P,"['17844', '46178', '17844']","2,191",322.0,29.08.1995,28.10.1995,322.0,B17659111.,02.11.1995,Américo De la Cruz Uriarte
531,"269,68",B4540224354,B52031168,63819990G,"['52006', '39780', '52006']","2,163",896.0,17.05.1996,16.07.1996,896.0,B52031168.,21.07.1996,PATROCLO VILLEDA OLIVARES
532,"23,44",ZY5208196690,B06688568,14745597K,"['06200', '46988', '06200']","2,829",0.0,02.10.2012,01.12.2012,0.0,B06688568.,06.12.2012,Emilio Vivas Carvajal
533,"346,25",I3360009079,A08015497,43430153N,"['08003', '22213', '08003']","3,967",1138.0,22.07.1999,20.09.1999,1138.0,A08015497.,25.09.1999,Iluminada Donato Vallejo
534,"156,02",C5172448779,B98583115,52799089J,"['46023', '46023', '23614', '23614', '23614', '46023', '46023']","3,34",482.0,23.12.2016,21.02.2017,482.0,B98583115,26.02.2017,FAUSTINA ALMENDÁREZ JURADO
535,"36,48",DA6931284714,B02469096,28844691T,"['02002', '49559', '02002']","4,605",51.0,06.04.2018,06.05.2018,51.0,B02469096.,11.05.2018,Zoraida Olivar Leyva
536,"97,78",G4010172386,B12820155,32568206E,"['12124', '44400', '12124']","4,733",262.0,10.01.1994,09.02.1994,262.0,B12820155.,14.02.1994,Velasco Venegas Galán
537,"190,29",BX9146180207,B24698359,95006636F,"['06458', '06458', '06458', '65012', '65073', '24193']","4,814",545.0,08.07.2003,07.08.2003,545.0,B24698359,12.08.2003,SÓCRATES PERAZA NAVARRO
538,"82,22",IZ7857147977,A84000884,33154852F,"['28002', '08619', '28002']","2,363",281.0,07.11.2020,07.12.2020,281.0,A84000884.,12.12.2020,JOSÉ LOSADA CABRERA
539,"145,69",R4553110820,B91794941,21486680B,"['41920', '45780', '41920']","4,932",433.0,26.06.2002,26.07.2002,433.0,B91794941.,31.07.2002,HONORATO CASTELLANOS ZAMORA
540,"173,52",FL3438969243,B99485559,24765122X,"['01207', '01207', '01207', '50004']","2,215",738.0,20.01.2021,21.03.2021,738.0,B99485559,26.03.2021,SHEILA ESTRADA PUENTE
541,"53,17",LK8196580034,A95758389,82470128V,"['48009', '07559', '48009', '25226', '41080']","5,992",32.0,22.07.1996,20.09.1996,32.0,A95758389,25.09.1996,AFRODITA ZAVALA CAMPOS
542,"41,15",CR9908462807,[],83112476K,36947,"4,82",0.0,23.01.2021,24.03.2021,0.0,SI99666189,29.03.2021,JESSICA CUÉLLAR ECHEVERRÍA
543,"131,98",S4732307701,B55697650,80507910K,"['36491', '36491', '36491', '43420']","4,950",467.0,22.04.2000,22.05.2000,467.0,B55697650,27.05.2000,Virginia Pardo Cuervo
544,"103,45",YE5068223296,B94133535,89979769C,"['36670', '36670', '28492', '28492', '28492', '36670', '36670']","4,39",420.0,20.02.1995,22.03.1995,420.0,B94133535,27.03.1995,Arquímedes Funez Cervantes
545,"79,55",RD4801537019,B25428905,31893562Z,"['46910', '46910', '46910', '25740']","2,666",222.0,30.10.2015,29.12.2015,222.0,B25428905,03.01.2016,Victorio Cuervo Ferrer
546,"160,42",PC3996591521,B98846363,59289635M,"['46002', '09267', '46002', '91152', '41080']","5,574",362.0,16.03.1995,15.05.1995,362.0,B98846363,20.05.1995,Marilu De la Cuesta Daniel
547,"42,87",A3593286837,A42785949,38432112D,"['28028', '28028', '37515', '37515', '37515', '28028', '28028']","2,23",80.0,12.12.2003,10.02.2004,80.0,A42785949,15.02.2004,Galileo Del Castillo Ospino
548,"286,09",N8613003020,B71398531,32741548J,"['31592', '29718', '31592']","3,808",1036.0,04.05.2020,03.07.2020,1036.0,B71398531.,08.07.2020,AMILCAR ZELAYA TEJADA
549,"86,92",H9470854011,B94042892,60073637Y,"['36700', '01260', '36700']","4,725",290.0,05.10.2007,04.11.2007,290.0,B94042892.,09.11.2007,RODRIGO VALENTÍN VALES
550,"123,86",A5825291032,B12820155,44565398T,"['12124', '07828', '12124']","4,307",366.0,20.02.2006,21.04.2006,366.0,B12820155.,26.04.2006,Manrique Pino Ferreira
551,"57,13",G9670993795,B76615970,82652180R,"['02316', '02316', '02316', '38002']","3,042",193.0,18.10.2012,17.11.2012,193.0,B76615970,22.11.2012,EMANUEL ALARCÓN RESTREPO
552,"120,11",WW5709228855,B98762107,45119246P,"['02160', '02160', '02160', '46009']","3,638",353.0,22.04.1999,22.05.1999,353.0,B98762107,27.05.1999,Remo Prieto Medrano
553,"92,04",Q8500779290,B84898659,65454149J,"['28036', '30387', '28036']","2,859",280.0,04.09.2007,03.11.2007,280.0,B84898659.,08.11.2007,AGAPITO CADENAS LÁZARO
554,"123,96",K1215456378,B66420407,49530383K,"['08130', '08130', '47300', '47300', '47300', '08130', '08130']","5,00",512.0,21.08.1992,20.09.1992,512.0,B66420407,25.09.1992,Almudena Perdomo Pineda
555,"90,70",I9805082082,[],68623415V,"['92400', '92400', '43595', '43595', '43595', '92400', '92400']","2,43",245.0,06.03.2014,05.04.2014,245.0,BE0835490593,10.04.2014,NIEVES FRÍAS SARDINAS
556,"40,71",GI2917163253,B52031168,11682063H,"['32577', '32577', '32577', '52006']","5,168",0.0,02.08.2000,01.10.2000,0.0,B52031168,06.10.2000,Guido Olivar Zúñiga
557,"53,90",JY6583301176,A22194856,88294439S,"['22300', '27100', '22300']","3,653",142.0,29.10.2019,28.11.2019,142.0,A22194856.,03.12.2019,ALEJANDRINA GARCÍA GARRIDO
558,"27,38",XG5990642743,B67605584,86403250R,"['08810', '50550', '08810', '66771', '41080']","3,557",44.0,26.01.2009,25.02.2009,44.0,B67605584,02.03.2009,Teodosia Altamirano Calles
559,"95,32",R4680673905,B91794941,12146828E,"['41920', '21500', '41920', '21500', '21500', '41920', '41920']","4,14",262.0,10.09.2015,09.11.2015,262.0,B91794941,14.11.2015,LISA SOLER GÓMEZ
560,"233,94",VM7508372374,A81948077,63729366T,"['28042', '35530', '28042']","6,396",578.0,10.06.2021,09.08.2021,578.0,A81948077.,14.08.2021,Madonna Urieta Doblado
561,"28,02",MB6679388901,[],51124972C,24343,"3,207",0.0,22.06.2012,21.08.2012,0.0,SN0067517C.,26.08.2012,NICETO CALDERA RIVERA
562,"315,03",RX6555375364,B25445693,27696256R,"['25172', '39592', '25172', '91177', '41080']","4,908",878.0,01.11.2005,31.12.2005,878.0,B25445693,05.01.2006,Ganímedes Galván Caballero
563,"423,61",X7861450737,B75106500,60074715A,"['20600', '22588', '20600']","5,369",1056.0,05.02.1995,06.04.1995,1056.0,B75106500.,11.04.1995,Milagrosa Trujillo Olmeda
564,"164,85",VC7238395359,B55703300,63015311A,"['43206', '42180', '43206']","5,383",384.0,06.04.2017,05.06.2017,384.0,B55703300.,10.06.2017,Irina Palomar Velasco
565,"115,36",D1119384430,B08280061,57787883S,"['75017', '06002']","1,828",676.0,04.02.1998,05.04.1998,676.0,B08280061.,10.04.1998,EDITH ORTEGA JARAMILLO
566,"159,01",I5176354892,B93400836,36934772S,"['16532', '16532', '16532', '28918']","5,427",496.0,29.07.2016,28.08.2016,496.0,B93400836,02.09.2016,GAMALIEL GUARDIOLA CORDERO
567,"204,85",Q7711817384,F46004750,83940837Z,"['46610', '15293', '46610', '15293', '15293', '46610', '46610']","3,87",680.0,24.08.1997,23.10.1997,680.0,F46004750,28.10.1997,Herculano Estévez Carrillo
568,"58,09",G9968023980,A12783460,35012406N,"['28270', '28270', '28270', '12002']","5,557",80.0,29.07.2007,27.09.2007,80.0,A12783460,02.10.2007,Estrella Báez Busto
569,"82,08",J3540856546,B25813767,75282991N,"['25172', '25172', '32971', '32971', '32971', '25172', '25172']","3,43",243.0,22.04.2018,22.05.2018,243.0,B25813767,27.05.2018,Rutilio Ivañez Correa
570,"147,34",L2872784372,A07000029,56577150W,"['07006', '24918', '07006', '24918', '24918', '07006', '07006']","3,97",528.0,19.10.1994,18.11.1994,528.0,A07000029,23.11.1994,MAGNOLIA ACOSTA ARGÜELLES
571,"38,59",H2166603935,[],65551783N,"['40547', '04859', '04859', '04859', '40547', '40547']","2,26",80.0,24.03.2021,23.05.2021,80.0,DE204011192,28.05.2021,Ramadés Valencia Guillén
572,"98,86",AX5499252302,B76615970,89072857K,"['38002', '50369', '38002']","2,942",218.0,20.12.1994,18.02.1995,218.0,B76615970.,23.02.1995,NAZARENA LOMBARDO ECHEVERRÍA
