num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date
691,236.4,V8635677137,B66101171,30147460A,"['08174', '18616', '08174', '45126', '41080']","4,705",584,24.01.2011,25.03.2011
692,281.82,KL5559385456,[],54037097T,40175,"3,87",894,13.07.2019,11.09.2019
693,140.64,S3768800331,B52031168,70167866H,"['52006', '49320', '52006']","3,826",413,13.05.1996,12.06.1996
694,22.46,JN2591509046,A33473752,68077135X,"['33007', '42130', '33007']","4,584",0,02.11.1997,02.12.1997
695,235.14,KM3092516187,B30929442,86496551Z,"['30868', '27796', '30868']","3,666",996,05.09.1997,04.11.1997
696,70.12,H1523488401,B66024464,79090350C,"['08173', '47133', '08173', '41752', '41080']","3,221",206,03.05.1993,02.06.1993
697,141.68,C4322038031,[],69511396Z,"['46722', '46722', '46722', '50018']","4,901",570,13.12.2006,11.02.2007
698,153.21,A3733742064,[],11286245F,"['30876', '30876', '30876', '07013']","5,318",579,24.10.2004,23.11.2004
699,148.48,BZ1852553861,F46024428,93997431L,"['46148', '24394', '46148']","4,147",434,23.04.2020,22.06.2020
700,21.57,V7532917393,[],22189507G,"['25553', '25553', '25553', '51001']","4,048",17,15.01.2018,14.02.2018
701,66.12,W8167135028,[],50839669D,"['32520', '32520', '32520', '08915']","4,456",185,16.04.1994,16.05.1994
702,104.79,S8929954736,[],61885028D,31411,"2,117",398,18.03.1992,17.05.1992
703,137.53,A5993503089,B06688568,60104940Y,"['06200', '43887', '06200']","4,435",485,20.07.2017,19.08.2017
704,160.64,K9796192251,A85258549,13816671L,"['08911', '43372', '08911', '44735', '41080']","4,815",597,16.07.2008,15.08.2008
705,15.18,S6975241501,B22410708,37237311N,"['22660', '22660', '24330', '24330', '24330', '22660', '22660']","3,37",0,18.09.2019,18.10.2019
706,41.25,T1683335108,[],16344930A,"['19238', '19238', '19238', '20018']","3,601",93,23.10.2012,22.11.2012
707,171.64,E8195266830,B88323175,91902965W,"['28016', '42320', '28016']","3,206",698,22.02.2009,23.04.2009
708,55.07,BG5274163829,F19300045,61734703N,"['19171', '19171', '38550', '38550', '38550', '19171', '19171']","4,81",109,09.11.2003,09.12.2003
709,219.02,CS1577783344,[],55146563S,"['26339', '26339', '26339', '08922']","4,673",677,21.08.1999,20.09.1999
710,99.96,RD9878441498,[],25373021L,"['24310', '24310', '24310', '08242']","3,593",299,23.02.2009,25.03.2009
711,137.34,ZP3941157287,[],88104113Z,"['47317', '47317', '47317', '25171']","4,607",446,23.04.2010,23.05.2010
712,94.09,BT2409199513,B98618614,56936797K,"['46780', '01213', '46780', '01213', '01213', '36053', '46780', '46780']","2,32",288,12.07.1997,10.09.1997
713,90.29,IN7569489051,[],75204805A,"['08034', '02486', '08034']","4,166",307,01.07.2010,31.07.2010
714,57.38,O2954573244,B67605584,75794204G,"['08810', '08810', '08416', '08416', '08416', '08810', '08810']","3,53",175,01.05.2006,31.05.2006
715,66.96,U2620948137,B98373269,13646608H,"['46004', '37762', '46004']","2,595",250,08.11.2000,08.12.2000
716,312.59,L6679252934,B85778041,11484966P,"['48930', '29410', '48930']","5,530",1226,13.06.2007,12.08.2007
717,78.33,B8125729733,B88181441,43399855M,"['28016', '28016', '15579', '15579', '15579', '28016', '28016']","3,36",321,01.12.1998,31.12.1998
718,52.58,M8505642203,B73748097,51951950X,"['30800', '30800', '37893', '37893', '37893', '30800', '30800']","1,96",215,17.12.2002,16.01.2003
719,164.56,TD9220010291,[],27967901Q,"['28729', '28729', '28729', '46002']","3,337",586,26.03.1992,25.04.1992
720,144.77,O9654814711,B12571360,89871626T,"['12231', '24248', '12231']","3,357",1002,30.10.1999,29.12.1999
721,20.86,JG5696413621,[],57531550V,"['34419', '34419', '34419', '39011']","3,129",36,21.07.1995,20.08.1995
722,129.49,H3949232606,B02782563,27762633T,"['08503', '38689', '08503']","4,767",343,25.03.1992,24.04.1992
723,179.12,Q8451245843,B16322042,19395899E,"['16320', '14445', '16320', '21667', '41080']","3,872",496,24.12.2021,22.02.2022
724,38.4,AS8133713176,[],23504772Z,"['40221', '04860']","2,293",115,16.06.2008,16.07.2008
725,104.82,P5833960801,A74251836,34815032R,"['33007', '02006', '33007', '79021', '41080']","4,427",301,13.06.2019,13.07.2019
726,107.13,MK3565512766,B98470727,97903813N,"['46001', '39793', '46001']","5,315",425,20.02.2019,22.03.2019
727,157.84,W2090458794,B25687401,39645443K,"['08911', '04810', '08911']","5,162",454,09.04.2015,08.06.2015
728,27.01,V1701390733,[],88304309H,"['22132', '89136', '41080']","4,014",33,16.05.2020,15.06.2020
729,138.74,KW9460245669,F04030672,13738763N,"['04700', '19129', '04700', '23452', '41080']","4,324",486,28.03.2021,27.04.2021
730,50.87,HY9832536108,B37500238,59638328H,"['28003', '16152', '28003']","2,281",149,29.01.1994,28.02.1994
731,34.69,L7944811956,B87075982,53037417S,"['28232', '31300', '28232']","3,455",149,08.03.1993,08.04.1993
732,266.18,PM7328335931,B98196249,97601382P,"['46133', '38296', '46133', '38296', '38296', '46133', '46133']","4,15",874,11.12.2000,09.02.2001
733,49.72,IK2831897263,[],21667871P,"['05134', '05134', '05134', '28003']","4,232",129,09.06.2019,09.07.2019
734,79.01,V5441281795,B88628581,75210238P,"['28028', '17403', '28028']","4,435",182,01.12.2002,30.01.2003
735,92.23,N9105444862,A08015497,66156045H,"['08003', '33776', '08003', '70114', '41080']","4,239",280,21.04.2014,20.06.2014
736,66.6,YW1205405419,[],51701622Z,"['32847', '32847', '32847', '11510']","4,068",245,15.05.2010,14.06.2010
737,114.84,LI8918281615,F46004768,20053663D,"['46133', '25792', '46133']","3,748",373,25.07.1998,24.08.1998
738,152.86,CW4261910662,B54985353,11546311N,"['03330', '03330', '31890', '31890', '31890', '03330', '03330']","3,69",564,01.01.2006,02.03.2006
739,112.23,U8101774112,B25745696,15029881W,"['25230', '25230', '26322', '26322', '26322', '25230', '25230']","3,00",348,30.04.1996,30.05.1996
740,132.99,FI4234303188,B64757602,89340548S,"['28020', '30592', '28020', '30592', '30592', '28020', '28020']","2,45",452,30.10.2006,29.12.2006
741,160.74,FJ8239550189,[],98523853H,"['43364', '43364', '43364', '30140']","3,206",520,02.10.2002,01.12.2002
742,223.39,Z9877278713,[],69421059K,45542,"4,555",560,11.05.2004,10.07.2004
743,72.48,X1304598043,[],11513832D,"['24145', '24145', '24145', '36830']","5,549",176,01.02.2005,03.03.2005
744,179.42,HT7599872539,B82508441,77598355N,"['28042', '03791', '28042']","3,520",624,10.09.2009,10.10.2009
745,232.85,JW1191679408,B93158293,14191135C,"['29370', '41970', '29370']","3,020",826,31.07.2012,29.09.2012
746,74.41,FF5856563834,B67065441,29493572M,"['08222', '52006', '08222']","3,948",222,10.03.2002,09.04.2002
747,84.71,QK6902417931,B95783924,38212391F,"['48910', '45109', '48910']","5,007",170,08.10.2003,06.12.2003
748,64.35,WD3040020862,[],24919461L,"['37891', '37891', '37891', '41130']","3,768",173,23.10.2012,21.11.2012
749,89.92,L8236288773,B23749757,76672577F,"['23003', '29470', '23003']","3,452",369,06.04.1994,06.05.1994
750,93.92,A8776118636,B39702436,32383446K,"['39011', '39011', '17249', '17249', '17249', '39011', '39011']","1,36",394,12.11.2002,11.01.2003
751,62.61,F3850144272,B22216733,80622333L,"['22660', '09246', '22660']","5,706",171,29.08.2006,28.09.2006
752,128.89,W6652676493,F93157717,97529822R,"['29640', '28635', '29640']","5,197",278,03.09.1998,02.11.1998
753,333.82,GF8369409545,B55691018,81247813Z,"['43850', '44111', '43850']","2,226",1024,13.09.2000,12.11.2000
754,180.8,KM1648123842,B02553311,66427481P,"['02001', '33530', '02001']","3,494",700,13.07.2003,11.09.2003
755,173.29,ED6384323096,[],14520792H,"['31440', '31440', '31440', '02005']","5,567",422,16.01.2005,17.03.2005
756,114.3,HP6575988399,B99275851,86088801P,"['50003', '35400', '50003']","4,162",449,27.08.1995,26.09.1995
757,155.98,ZR1733037740,[],34820702J,"['49511', '49511', '49511', '28020']","2,065",512,02.12.1993,31.01.1994
758,123.15,Z9674189150,B01804400,28930205T,"['28045', '24344', '28045']","3,107",502,17.11.1997,17.12.1997
759,135.44,A1993671383,A22194856,43772230X,"['22300', '22300', '26586', '26586', '26586', '22300', '22300']","3,97",429,01.08.2014,31.08.2014
760,53.05,FF8683023105,[],66882694M,"['34848', '34848', '34848', '46002']","2,389",150,23.08.1998,22.09.1998
761,86.74,LJ8098838527,[],36599032Y,"['24856', '24856', '24856', '08840']","3,748",317,05.01.2005,04.02.2005
762,66.42,SL6120171594,B75229369,38525994M,"['28045', '28990', '28045']","3,903",208,26.08.2005,25.09.2005
763,172.7,XZ2936184202,B56131485,79001471J,"['14500', '14500', '18418', '18418', '18418', '14500', '14500']","4,56",404,27.05.2009,26.07.2009
764,194.85,BH3852522370,B76361393,15972179J,"['35500', '35500', '17200', '17200', '17200', '35500', '35500']","5,54",602,26.07.2018,25.08.2018
765,90.49,IW6841420743,[],69309778Z,17180,"5,392",378,01.01.2021,31.01.2021
766,307.25,XF6445007068,B98823933,30011746N,"['46002', '24003', '46002', '95076', '41080']","3,601",1226,29.11.2020,28.01.2021
767,204.28,X7608168052,[],29178433N,"['24883', '24883', '24883', '30800']","3,409",692,18.04.2017,17.06.2017
768,101.41,BI9337440138,B76615970,30469095Y,"['38002', '43205', '38002']","6,040",261,30.07.2006,29.08.2006
769,226.55,NB1408236437,F46004768,89256022Z,"['46133', '39620', '46133', '86476', '41080']","4,872",728,21.03.1991,20.05.1991
770,49.51,YD6694672357,B66024464,13320111Y,"['08173', '44441', '08173']","6,338",99,13.01.1991,12.02.1991
771,138.0,AR7987622372,B88628573,10645469B,"['28028', '10728', '28028']","3,895",461,21.11.2012,21.12.2012
772,64.76,NO5587580498,A08431090,76569448X,"['28033', '28033', '39538', '39538', '39538', '28033', '28033']","3,49",132,09.01.1991,10.03.1991
773,81.92,BO7812266399,A82422031,37418835C,"['28108', '05111', '28108', '33885', '41080']","2,738",224,19.03.2005,18.04.2005
774,11.11,BD7112474329,[],26999234V,24970,"1,20",0,04.08.2020,03.10.2020
775,226.51,D3043341696,[],41452927G,"['50720', '50720', '50720', '90023', '90036', '08021']","3,870",1018,21.03.1996,21.04.1996
776,49.43,RX5489607569,[],98857285L,"['21530', '21530', '21530', '24380']","4,034",96,25.02.2003,27.03.2003
777,119.62,EL6878172944,B93661726,67948996G,"['29602', '16251', '29602']","4,186",386,03.10.1991,02.11.1991
778,207.14,M9089669768,B12979605,75814043V,"['12161', '23269', '12161', '45093', '41080']","3,780",668,01.08.2010,30.09.2010
779,285.35,N6949334541,[],12881211S,"['22314', '22314', '22314', '25230']","5,528",858,29.11.1996,28.01.1997
780,324.0,ZM2476766239,[],79466589W,17734,"4,417",1080,21.05.1998,20.07.1998
781,565.34,DZ3675113730,B98437882,27836698M,"['46183', '46838', '46183']","2,894",1910,10.09.2002,09.11.2002
782,93.73,L9992510934,A85258549,87581389B,"['08911', '28944', '08911', '64042', '41080']","3,791",426,12.01.1996,12.03.1996
783,136.3,R5526604054,[],15326088S,"['45126', '45126', '45126', '28028']","5,175",446,11.06.2017,11.07.2017
784,29.37,Y7371780074,[],56355685G,"['36537', '36537', '36537', '25630']","1,854",72,27.05.1995,26.06.1995
785,121.77,FU3233256238,B36350361,88181496W,"['36670', '36670', '43439', '43439', '43439', '36670', '36670']","4,35",789,26.01.2009,25.02.2009
786,222.7,K3869937413,B76366723,36277645K,"['35010', '08870', '35010']","4,704",602,10.08.1998,09.10.1998
787,173.35,UY9284178481,[],52233297K,"['49835', '49835', '49835', '42085', '42045', '30100']","4,189",500,16.10.1993,15.12.1993
788,96.01,L7497636663,B55641708,49482106K,"['43206', '20280', '43206']","3,533",316,24.12.1996,23.01.1997
789,151.39,ML7734456734,[],77752881R,49352,"4,192",396,19.08.2016,18.10.2016
790,221.52,V3485289099,B19318401,14069082M,"['12200', '22270', '12200']","3,427",856,07.05.1997,06.07.1997
791,155.33,O8900671109,B83682245,83713943S,"['28223', '05213', '28223']","4,828",660,01.05.2003,31.05.2003
792,385.04,D2453037190,B67572644,33191606F,"['08812', '13499', '08812']","5,101",1466,24.10.2020,23.12.2020
793,85.12,K1482889758,[],51746993Y,"['23130', '23130', '23130', '08014']","4,554",230,28.07.2015,27.08.2015
794,111.73,HJ9203596965,A14944276,21108543V,"['14012', '36314', '14012']","4,067",232,18.09.2007,17.11.2007
795,60.17,K4300216213,B19300334,75395527D,"['19200', '19200', '15625', '15625', '15625', '19200', '19200']","4,17",206,28.10.2001,27.11.2001
796,90.64,M4578238598,[],73537616S,16340,"3,686",388,13.07.2007,12.08.2007
797,99.61,F6667560944,B25483967,47242281M,"['25173', '25173', '42269', '42269', '42269', '25173', '25173']","5,04",259,03.08.2010,02.09.2010
798,140.76,KB4086987957,B66162421,39640591E,"['08911', '10638', '08911']","4,020",454,02.02.1999,03.04.1999
799,62.66,AU6966434916,[],65448783Y,"['24762', '24762', '24762', '08911']","3,489",157,15.02.1994,17.03.1994
800,253.54,RQ4694566687,B40605925,94985339P,"['46900', '10183', '46900']","3,310",796,27.10.2014,26.12.2014
801,253.06,T9443197727,B67046185,63087893C,"['08172', '05230', '08172']","2,911",828,30.06.2017,29.08.2017
802,73.34,T6076325701,B88628573,60875602F,"['28028', '03316', '28028']","4,234",152,17.05.1999,16.07.1999
803,95.94,HX3890190264,B56131485,62270192S,"['14500', '33009', '14500', '69776', '41080']","4,256",357,14.06.2008,14.07.2008
804,12.5,FX3301739689,B39702436,74551080F,"['39011', '18330', '39011']","3,147",0,21.03.2021,20.04.2021
805,93.23,R6360786021,B94042892,11528816C,"['36700', '36700', '15172', '15172', '15172', '36700', '36700']","4,89",308,10.12.1996,09.01.1997
806,92.99,W3167260422,[],24512023A,"['49699', '49699', '49699', '50001']","1,915",242,28.02.1998,29.04.1998
807,11.79,V3091972499,B04827101,55397053N,"['04005', '12315', '04005']","2,940",0,24.07.2002,23.08.2002
808,12.41,SJ3584257806,B01620160,36465630G,"['08911', '02486', '08911']","2,920",0,23.05.2021,22.06.2021
809,169.14,Y7052983405,B87113973,57161466A,"['28805', '03204', '28805']","2,966",542,24.07.2015,22.09.2015
810,176.75,G8488002214,B98109721,49866049W,"['46810', '04639', '46810']","5,160",450,06.03.2009,05.05.2009
811,146.11,Z5762484087,B67604157,72546836Y,"['08911', '24166', '08911']","2,447",498,17.09.2003,17.10.2003
812,218.29,YN1879257531,B25460494,31452996J,"['25170', '44491', '25170']","4,698",690,11.11.2007,10.01.2008
813,86.17,A5514590324,B04787024,51690571A,"['04700', '23750', '04700']","3,906",274,30.07.1996,29.08.1996
814,93.02,SB6592326943,B94042892,33762032X,"['36700', '25748', '36700']","3,875",407,04.12.2018,03.01.2019
815,144.16,Y8828250676,B88002027,18708252Y,"['28045', '03518', '28045']","4,039",430,04.07.2021,02.09.2021
816,341.42,N1356403954,B73748097,37548229Q,"['30800', '30800', '37510', '37510', '37510', '30800', '30800']","3,95",1314,01.02.2016,01.04.2016
817,106.27,S6760304455,B99406944,50228819Q,"['50008', '31192', '50008']","2,345",359,04.09.2008,04.10.2008
818,46.04,X7650494853,A08800880,46486349Z,"['08930', '50343', '08930']","4,186",89,08.05.1993,07.06.1993
819,17.77,I1572884399,B25816745,27393126B,"['25170', '42293', '25170', '10463', '41080']","3,477",8,05.02.1997,07.03.1997
820,169.28,VX1232162231,[],12698822Q,"['39588', '39588', '39588', '14012']","2,454",510,01.03.1994,31.03.1994
821,50.8,LO2328445028,B66152851,49749345T,"['08221', '08221', '49211', '49211', '49211', '08221', '08221']","3,04",133,21.07.1991,20.08.1991
822,121.33,R1128118020,[],29295609A,"['22622', '22622', '22622', '33007']","4,850",354,15.07.2003,14.08.2003
823,103.46,P9159971420,[],38652791A,"['16118', '16118', '16118', '08005']","3,374",306,08.04.2015,07.06.2015
824,215.79,TC3521927899,B53480547,48558472K,"['03360', '50548', '03360']","4,007",664,02.01.2010,03.03.2010
825,20.29,LM4654794067,[],80794931W,"['44114', '44114', '44114', '08930']","4,339",0,22.08.2000,21.09.2000
826,65.09,CW1886552596,[],76248840E,"['03180', '03180', '03180', '08011']","4,753",140,11.06.2007,10.08.2007
827,153.04,E9764703466,B26558056,80063680J,"['26001', '46007', '26001', '18135', '41080']","5,119",532,09.10.2005,08.12.2005
828,96.51,SX2369703178,B26500231,22984517L,"['26500', '22591', '26500']","4,753",248,18.03.1998,17.04.1998
829,160.11,D2311560313,F28201374,57198629K,"['28540', '42225', '28540']","3,125",430,21.11.2008,20.01.2009
830,269.54,V2543978797,F95936282,89260765L,"['48200', '21460', '48200']","4,799",918,10.04.1993,09.06.1993
831,142.58,G4245206871,B90393497,13022008Y,"['41410', '42176', '41410']","3,989",417,11.03.1995,10.04.1995
832,123.28,XE2666046182,B19505049,15429010N,"['28001', '47639', '28001']","3,265",404,16.12.2018,15.01.2019
833,50.1,J8592332609,B80765951,52999117X,06660,"2,829",148,30.09.2020,29.10.2020
834,126.69,WQ4079812576,A61621843,52416650H,"['08787', '08787', '31410', '31410', '31410', '08787', '08787']","5,08",396,26.08.2003,25.10.2003
835,60.25,R7479809232,B65519647,16544917M,"['08029', '08029', '10329', '10329', '10329', '08029', '08029']","3,18",172,27.03.2020,26.04.2020
836,21.09,P7071578078,B84070036,75723815H,"['28042', '24900', '28042', '71807', '41080']","3,552",25,26.06.1991,26.07.1991
837,68.36,AK4663092175,A84000884,90968335T,"['28002', '07670', '28002']","4,173",100,06.03.2013,05.05.2013
838,134.37,R8246467289,B98670763,59013941N,"['28050', '35418', '28050', '10409', '41080']","4,253",392,15.04.2010,15.05.2010
839,118.26,D2710283333,[],61111943T,"['03501', '03501', '03501', '33203']","3,964",298,08.10.2021,07.12.2021
840,198.94,C4813001854,[],73498118P,"['49420', '49420', '49420', '52016', '52057', '29730']","4,226",580,26.08.2015,25.10.2015
841,124.69,AP2873431878,B12985073,27267027K,"['12540', '12540', '09259', '09259', '09259', '12540', '12540']","4,08",260,24.05.2008,23.07.2008
842,19.31,C9974311595,B01625656,99810997J,"['18600', '09559', '18600']","4,551",0,07.02.2016,08.03.2016
843,34.22,N6955921189,B66420407,57156107A,"['08130', '06893', '08130']","4,245",0,19.01.1996,19.03.1996
844,18.53,Y8464779643,[],17281224J,"['31754', '31754', '31754', '41089']","3,571",10,10.05.2011,09.06.2011
845,206.88,I7730308712,[],82020085S,"['14850', '14850', '14850', '03203']","4,492",693,08.06.2014,08.07.2014
846,214.16,L2666591626,[],64978682W,"['37890', '37890', '37890', '24010']","1,742",610,20.10.1996,19.12.1996
847,140.87,TS1900166547,[],33481374K,"['46668', '46668', '46668', '14008']","3,690",496,07.03.2006,06.05.2006
848,52.27,J7717591162,B22215487,55307336H,"['22440', '05491', '22440']","4,549",167,10.05.2017,09.06.2017
849,69.19,B1727319075,B66823881,55562159R,"['08350', '08350', '33405', '33405', '33405', '08350', '08350']","4,36",197,19.12.2019,18.01.2020
850,51.21,CG7382443604,[],39905264B,"['17451', '17451', '17451', '08010']","4,147",122,23.10.2013,22.11.2013
851,57.73,HY6592837294,B98953177,29992783R,"['46002', '13330', '46002']","5,290",60,07.01.2013,08.03.2013
852,98.16,G5462850910,B25687401,49756404K,"['08911', '37810', '08911']","4,259",273,21.04.1990,21.05.1990
853,80.55,T8291712858,B27861715,58485064C,"['36202', '36202', '39718', '39718', '39718', '36202', '36202']","4,53",229,14.03.1995,13.04.1995
854,145.89,GA8380357270,A28013522,48795324L,"['28034', '20400', '28034']","3,676",438,17.11.2004,16.01.2005
855,163.13,N8943038026,[],59384555G,08254,"2,54",630,25.02.2001,26.04.2001
856,168.4,K2502453478,B24614430,76473644R,"['24393', '24393', '44440', '44440', '44440', '24393', '24393']","4,92",454,30.05.1990,29.07.1990
857,277.78,KS4473470475,[],18612605Q,"['36003', '36003', '36003', '28001']","3,925",988,25.05.2020,24.07.2020
858,129.67,QY5424880869,A33985540,23809710H,"['33203', '18810', '33203']","3,159",439,17.03.1994,16.04.1994
859,93.78,AL5267282470,[],82144334H,"['08611', '08611', '08611', '28020']","3,195",265,28.10.2003,27.11.2003
860,174.38,MW4304766455,[],92580377H,"['46136', '46136', '46136', '35010']","4,147",680,29.06.1995,28.08.1995
861,235.63,DK9237622130,[],22611383Z,"['10707', '24170', '10707']","4,308",643,15.10.2002,14.11.2002
862,97.35,LP2539745674,B26266106,46005957T,"['26007', '26007', '40494', '40494', '40494', '26007', '26007']","4,75",357,27.02.2011,29.03.2011
863,356.84,HZ5871064902,[],38331781G,"['39724', '39724', '39724', '39011']","3,235",852,15.01.1997,16.03.1997
864,173.14,II5089362808,A95000295,47976504E,"['48010', '26511', '48010']","3,989",514,19.02.2007,20.04.2007
865,357.15,JU2234506080,[],15333274W,"['45691', '45691', '45691', '28001']","3,792",1112,23.10.2020,22.12.2020
866,308.08,VH1738361247,[],10400275C,"['09000', '09000', '22807', '22807', '22807', '09000', '09000']","4,00",780,09.09.2007,08.11.2007
867,17.45,K5953723518,B22373948,68461299M,"['22004', '32816', '22004', '16121', '41080']","4,561",0,06.07.2019,05.08.2019
868,16.82,M5987096335,B71196463,96301872K,"['31620', '31620', '05358', '05358', '05358', '31620', '31620']","3,69",0,06.03.1997,05.04.1997
869,123.41,NM2194088072,[],33221109R,"['04859', '04859', '04859', '11010', '11095', '43206']","4,732",384,17.04.2000,16.06.2000
870,90.76,TU5973376365,[],19365600Z,"['33390', '33390', '33390', '48009']","3,744",248,11.10.1993,10.12.1993
871,100.19,U4240659997,B65569089,86500704G,"['08003', '36634', '08003']","5,218",403,17.02.2009,19.03.2009
872,89.73,OT6531509702,B39829197,54878210A,"['39011', '49340', '39011']","4,193",247,07.11.2013,07.12.2013
873,166.34,SV4104859573,B25794207,63242336H,"['25730', '43421', '25730']","5,320",481,04.09.1995,04.10.1995
874,56.18,IM3577969637,[],33646750G,"['10707', '10707', '13003', '13003', '13003', '10707', '10707']","6,87",0,15.03.1990,14.05.1990
875,28.23,FN3024547183,B76200070,91201308Y,"['35500', '42294', '35500', '66116', '41080']","3,078",59,29.12.2012,28.01.2013
876,125.57,S1868327946,B02553311,63000844A,"['02001', '06470', '02001']","4,265",314,28.04.2013,27.06.2013
877,174.6,G4074982407,A28142552,92904932C,"['28046', '37246', '28046']","4,017",542,29.06.2010,28.08.2010
878,41.84,M6794405537,B67421875,60546670K,"['08840', '45630', '08840']","2,415",114,01.07.2013,31.07.2013
879,136.67,W7687656765,[],66061925Z,"['35550', '35550', '35550', '02005']","4,092",423,06.09.2013,06.10.2013
880,118.53,E6517824304,B85778041,67602252P,"['48930', '02691', '48930']","3,845",95,16.09.2002,16.10.2002
881,31.07,U8112221505,B22280259,50408234P,"['22450', '22450', '08514', '08514', '08514', '22450', '22450']","3,40",0,08.06.2007,07.08.2007
882,84.1,Q4666680353,[],32152324A,"['41309', '41309', '41309', '84080', '84062', '08911']","2,985",350,01.07.2004,31.07.2004
883,29.23,HE8547877949,B55522023,19397690L,"['43791', '26144', '43791']","3,713",61,10.04.2008,10.05.2008
884,220.61,H7861354397,[],49933697F,"['40221', '36853']","5,961",664,14.02.2011,15.04.2011
885,174.74,WH5984324348,B37500238,83500098R,"['28003', '28003', '25412', '25412', '25412', '28003', '28003']","4,07",506,24.06.2009,24.07.2009
886,76.89,UZ5732830008,[],39560877A,"['47185', '47185', '47185', '22660']","3,462",209,30.06.2009,30.07.2009
887,238.65,WK7926654663,[],39632790H,"['30394', '30394', '30394', '36700']","3,884",726,25.07.1990,23.09.1990
888,22.64,UY4744638499,B55567986,92572703A,"['43206', '43206', '29018', '29018', '29018', '11076', '43206', '43206']","5,47",0,12.08.2005,11.09.2005
889,135.01,BV1209728205,B53480547,25494387Z,"['03360', '24411', '03360']","6,472",449,05.04.2021,05.05.2021
890,203.63,XP9025170328,A66585191,87521308Y,"['08010', '49161', '08010']","3,403",614,21.02.1997,22.04.1997
891,159.62,X6426747718,[],71694254B,"['07469', '07469', '07469', '06009']","5,370",504,19.12.2002,17.02.2003
892,186.77,K7712181116,B98823933,75609661J,"['46002', '46002', '40517', '40517', '40517', '46002', '46002']","3,23",534,17.10.1995,16.12.1995
893,124.91,HU1674299923,B66436437,42743018W,"['08028', '32800', '08028']","2,386",381,10.04.2001,10.05.2001
894,93.52,QG7961729548,B26500231,11255871Q,"['26500', '24513', '26500']","4,341",374,25.04.1996,25.05.1996
895,152.98,S7613929559,B82410549,22305291Y,"['28004', '18819', '28004', '39672', '41080']","4,140",498,07.05.1998,06.06.1998
896,67.56,BA5485583112,B40657405,43202334P,"['08007', '21120', '08007']","4,147",222,18.02.1997,20.03.1997
897,84.01,B2425800490,B09378720,17926063R,"['09500', '27619', '09500']","5,088",110,12.07.2006,10.09.2006
898,47.66,GT3013517718,B67302489,10598894B,"['08800', '27657', '08800']","3,795",180,04.09.1993,04.10.1993
899,86.03,A6972705046,B98953177,29331444G,"['46002', '46002', '42112', '42112', '42112', '46002', '46002']","3,45",280,01.07.1991,30.08.1991
900,331.16,K1459914987,[],14606576N,06469,"3,729",1094,03.01.2017,04.03.2017
901,47.09,NK9434974018,B65142333,45095454K,"['28108', '28108', '38840', '38840', '38840', '28108', '28108']","1,38",104,06.01.2017,07.03.2017
902,77.96,NI5055852543,[],97870730A,"['02248', '02248', '02248', '28805']","3,530",236,10.05.2013,09.06.2013
903,198.29,T6379459010,[],71198500E,"['24134', '24134', '24134', '70200']","2,482",636,16.05.1993,15.06.1993
904,109.36,CF8910337212,B25467887,78733164R,"['25171', '25171', '35610', '35610', '35610', '25171', '25171']","2,60",355,01.10.2014,31.10.2014
905,41.49,E7057563417,[],51502701C,"['22312', '22312', '22312', '28223']","4,161",113,24.09.2000,24.10.2000
906,145.83,Y7216414073,B47770656,71832154A,"['47015', '26290', '47015']","3,956",860,08.08.2006,07.10.2006
907,209.47,H3887228214,B76366723,44245703M,"['35010', '28360', '35010']","3,623",641,24.06.2019,24.07.2019
908,259.73,S8774871893,[],62931460X,44415,"4,273",772,20.05.2005,19.07.2005
909,127.21,SJ7972600383,B38920500,78940304A,"['38002', '50310', '38002']","4,169",373,17.02.1999,19.03.1999
910,80.4,T8538244743,A62338827,48825214D,"['08911', '28279', '08911']","3,588",332,16.06.1995,16.07.1995
911,250.42,F2576076180,B52533106,72653866V,"['28006', '28006', '40468', '40468', '40468', '28006', '28006']","4,19",974,01.11.2017,31.12.2017
912,201.08,EE8956609148,B42753376,23927550Y,"['28023', '02530', '28023']","2,067",648,02.01.2012,02.03.2012
913,206.83,L2996178098,B04949384,50252055E,"['28011', '44381', '28011']","2,317",556,15.05.1991,14.07.1991
914,92.66,D8292523779,B98618614,40783324T,"['46780', '38869', '46780']","4,670",208,15.09.1999,14.11.1999
915,135.27,UN3212861143,B40178550,53056122K,"['40200', '25267', '40200', '58783', '41080']","5,610",280,02.04.2021,01.06.2021
916,21.76,OZ6631024443,B66658188,84576665F,"['28037', '28037', '16660', '16660', '16660', '28037', '28037']","5,64",0,06.09.2002,06.10.2002
917,33.07,GR1735458717,[],15043680R,25724,"4,640",47,07.08.1994,06.09.1994
918,112.48,VI5282422375,B88002027,57191827G,"['28045', '28045', '24175', '24175', '24175', '28045', '28045']","3,85",376,26.10.2014,25.11.2014
919,53.2,SN5903308811,B98194780,22901859T,"['46610', '46351', '46610']","4,590",129,06.04.1998,06.05.1998
920,37.82,Q7908077074,B93400836,60330364F,"['28918', '43810', '28918', '28627', '41080']","4,598",0,31.08.2016,30.10.2016
921,66.05,AN3719234042,B27861715,12906551D,"['36202', '09571', '36202', '63304', '41080']","3,142",189,05.02.1994,07.03.1994
922,109.38,ON8657497690,B09378720,54509222G,"['09500', '16442', '09500']","4,452",490,01.09.2015,01.10.2015
